id,name,level,actionGroupId,vibrate,hurtEffect,lifetime,movePathType,trackingType,bornOffset,bornLocationType,speed,hitTestMode,triggerHitTestOffset,triggerHitTestRange,hitTestOffset,hitTestRange,disappearMode,hitSpace,isHitTarget,targetNum,TargetKillStateId,TargetState,DefenderOffPos,BringState,hurtMoveTime,hurtActionTime,hitDelay,hitStop,damageDelay,attackRate,upgradeFactor,attackRule,soundHurt,bringShootIdsBoom,bringShootIdsEnd,soundSkill,soundSkillDelay,hurtBuffId,learnId
STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,ARRAY,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
8317,影袭击中,0,8317,0|0,7,550,1,1,-100|40|0,0,0.8|0|0,1,,,0|0|0,200|80|80|0,1,50,1,1,3,-1,0|0|300;0|0|300;0|0|300,10|10|10,0|50,700,0,110,0,1,0,1,sound_hurt,,,,,,
8319,逸龙波,1,206,0|0,10,1400,1,1,-100|30|0,0,0.5|0|0,1,,,0|0|0,300|60|120|0,2,250,1,6,-1,-1,150|0|80;150|0|80;150|0|80,10|10|10,0|50,700,0,110,0,1,0,1,sound_hurt,,,,,,
8321,雷光波动,20,8321,0|0,10,1000,1,1,0|80|0,0,0|0|0,1,,,0|0|0,320|100|3000|0,2,200,1,6,-1,-1,160|0|120;360|0|120;360|0|120,10|10|10,0|50,700,0,150,0,1,0,1,sounds_electric,,,,,,
8334,水果(暂用火球),0,8001,0|0,9,1200,1,1,20|25|0,0,0.4|0|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8335,水果(暂用火球),0,8002,0|0,9,1200,1,1,20|25|0,0,0.4|0.01|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8336,水果(暂用火球),0,8003,0|0,9,1200,1,1,20|25|0,0,0.4|-0.01|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8337,水果(暂用火球),0,8001,0|0,9,1200,1,1,20|25|0,0,0.346|0.2|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8338,水果(暂用火球),0,8002,0|0,9,1200,1,1,20|25|0,0,0.398|0.04|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8339,水果(暂用火球),0,8003,0|0,9,1200,1,1,20|25|0,0,0.38|-0.12|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8340,水果(暂用火球),0,8001,0|0,9,1200,1,1,20|25|0,0,0.346|-0.2|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8341,水果(暂用火球),0,8002,0|0,9,1200,1,1,20|25|0,0,0.398|-0.04|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8342,水果(暂用火球),0,8003,0|0,9,1200,1,1,20|25|0,0,0.38|0.12|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8343,水果(暂用火球),0,8011,0|0,9,1800,1,1,20|25|0,0,0.25|0|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8344,水果(暂用火球),0,8012,0|0,9,1800,1,1,20|25|0,0,0.25|0|0,1,,,20|0|0,150|50|120|0,1,50,1,1,3,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_fire1,,,,,,
8352,水果(暂用炸弹),1,24,1|1000,9,560,1,1,-160|70|0,0,0|0|0,1,,,0|0|0,320|140|60|0,2,60,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
8442,剑气斩,1,294,0|0,5,1800,1,1,-100|40|0,0,0.5|0.12|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8443,剑气斩,1,295,0|0,5,1800,1,1,-100|40|0,0,0.51|0.08|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8444,剑气斩,1,296,0|0,5,1800,1,1,-100|40|0,0,0.52|0.04|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8445,剑气斩,1,297,0|0,5,1800,1,1,-100|40|0,0,0.53|0|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8446,剑气斩,1,298,0|0,5,1800,1,1,-100|40|0,0,0.52|-0.04|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8447,剑气斩,1,299,0|0,5,1800,1,1,-100|40|0,0,0.51|-0.08|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8448,剑气斩,1,400,0|0,5,1800,1,1,-100|40|0,0,0.5|-0.12|0,1,,,0|0|0,200|80|120|0,1,100,1,1,-1,-1,200|0|160;200|0|150;200|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8460,鬼王分身,1,407,1|0,1,700,1,1,-180|70|0,1,0.1|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8461,鬼王分身,1,407,1|0,1,700,1,1,-270|70|0,1,0.1|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8462,鬼王分身,1,407,1|0,1,700,1,1,-360|70|0,1,0.1|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8463,鬼王分身,1,407,1|0,1,700,1,1,-90|70|0,1,0.1|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8464,鬼王分身,1,407,1|0,1,700,1,1,0|70|0,1,0.1|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8465,鬼王分身,1,407,1|0,1,700,1,1,-170|0|0,1,0.12|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8466,鬼王分身,1,407,1|0,1,700,1,1,-175|35|0,1,0.11|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8467,鬼王分身,1,407,1|0,1,700,1,1,-185|105|0,1,0.09|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8468,鬼王分身,1,407,1|0,1,700,1,1,-190|140|0,1,0.08|0|0,1,,,0|0|0,360|140|500|0,2,250,1,3,-1,-1,600|0|200;600|0|200;600|0|200,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_fire1,,,,,,
8490,大闪电,0,430,5|600,10,2000,1,1,-60|34|0,0,0|0|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8491,大闪电,0,431,0|0,10,1920,1,1,90|35|0,0,0|0|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8492,大闪电,0,432,0|0,10,1840,1,1,240|36|0,0,0|0|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8493,大闪电,0,433,0|0,10,1760,1,1,390|37|0,0,0|0|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8494,大闪电,0,434,5|600,10,2000,1,1,-320|35|0,1,0.1|0|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8495,大闪电,0,434,0|0,10,2000,1,1,-120|-65|0,1,0|0.05|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8496,大闪电,0,434,0|0,10,2000,1,1,80|35|0,1,-0.1|0|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8497,大闪电,0,434,0|0,10,2000,1,1,-120|135|0,1,0|-0.05|0,1,,,0|-30|0,240|120|500|0,2,330,1,3,-1,-1,10|0|30;10|0|20;10|0|30,10|10|10,0|50,700,0,60,0,0.1,0,1,sounds_electric,,,,,,
8498,大闪电,0,435,0|0,10,15000,1,1,-120|35|0,1,0|0|0,1,,,0|-30|0,240|100|500|0,2,400,1,33,-1,-1,200|0|30;200|0|30;200|0|30,10|10|10,0|50,700,0,0,0,0.1,0,1,sounds_electric,,,,,,
8580,乾坤一棍1,1,436,0|0,8,420,1,1,-100|60|0,0,0|0|0,0,,,0|0|0,400|120|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
8581,乾坤一棍2,1,437,0|0,8,420,1,1,0|70|0,0,0|0|0,0,,,0|0|0,400|120|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
8582,乾坤一棍3,1,438,0|0,8,420,1,1,100|50|0,0,0|0|0,0,,,0|0|0,400|120|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
8583,乾坤一棍4,1,439,0|0,8,420,1,1,200|70|0,0,0|0|0,0,,,0|0|0,400|120|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
8584,乾坤一棍5,1,440,0|0,8,420,1,1,300|50|0,0,0|0|0,0,,,0|0|0,400|120|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
8585,华岳崩空中,1,1217,0|0,8,420,1,1,-80|50|-800,0,0|0|0,0,,,0|0|-120,400|120|840|0,2,80,1,1,-1,-1,400|0|120;400|0|120;400|0|120,10|10|10,0|50,700,0,110,0,1,0,1,sounds_explosion,,,,,,
8586,狂虎袭1,1,251,0|0,8,300,1,1,0|48|0,0,0|0|0,1,0|0|0,,0|0|0,200|100|160|0,2,100,1,1,-1,-1,120|0|0;120|0|25;60|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8587,狂虎袭2,1,252,0|0,8,300,1,1,120|49|0,0,0|0|0,1,0|0|0,,0|0|0,300|100|160|0,2,100,1,1,-1,-1,90|0|0;90|0|25;60|0|5,8|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8588,狂虎袭3,1,253,0|0,8,300,1,1,220|50|0,0,0|0|0,1,0|0|0,,0|0|0,360|100|160|0,2,100,1,1,-1,-1,60|0|0;60|0|25;60|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8589,狂虎袭4,1,254,0|0,8,300,1,1,300|51|0,0,0|0|0,1,0|0|0,,0|0|0,420|100|160|0,2,100,1,1,-1,-1,30|0|0;30|0|25;60|0|5,8|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8590,狂虎袭5,1,255,0|0,8,300,1,1,360|52|0,0,0|0|0,1,0|0|0,,0|0|0,480|100|160|0,2,150,1,1,-1,-1,0|0|0;0|0|25;60|0|5,9|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8591,狂虎袭1,1,251,0|0,8,300,1,1,0|25|0,0,0|0|0,1,0|0|0,,0|0|0,200|100|160|0,2,100,1,1,-1,-1,120|0|0;120|0|25;60|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8592,狂虎袭2,1,252,0|0,8,300,1,1,120|5|0,0,0|0|0,1,0|0|0,,0|0|0,300|100|160|0,2,100,1,1,-1,-1,90|0|0;90|0|25;60|0|5,8|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8593,狂虎袭3,1,253,0|0,8,300,1,1,220|-10|0,0,0|0|0,1,0|0|0,,0|0|0,360|100|160|0,2,100,1,1,-1,-1,60|0|0;60|0|25;60|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8594,狂虎袭4,1,254,0|0,8,300,1,1,300|-20|0,0,0|0|0,1,0|0|0,,0|0|0,420|100|160|0,2,100,1,1,-1,-1,30|0|0;30|0|25;60|0|5,8|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8595,狂虎袭5,1,255,0|0,8,300,1,1,360|-25|0,0,0|0|0,1,0|0|0,,0|0|0,480|100|160|0,2,150,1,1,-1,-1,0|0|0;0|0|25;60|0|5,9|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8596,狂虎袭1,1,251,0|0,8,300,1,1,-20|75|0,0,0|0|0,1,0|0|0,,0|0|0,200|100|160|0,2,100,1,1,-1,-1,120|0|0;120|0|25;60|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8597,狂虎袭2,1,252,0|0,8,300,1,1,0|95|0,0,0|0|0,1,0|0|0,,0|0|0,300|100|160|0,2,100,1,1,-1,-1,90|0|0;90|0|25;60|0|5,8|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8598,狂虎袭3,1,253,0|0,8,300,1,1,120|110|0,0,0|0|0,1,0|0|0,,0|0|0,360|100|160|0,2,100,1,1,-1,-1,60|0|0;60|0|25;60|0|5,7|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8599,狂虎袭4,1,254,0|0,8,300,1,1,220|120|0,0,0|0|0,1,0|0|0,,0|0|0,420|100|160|0,2,100,1,1,-1,-1,30|0|0;30|0|25;60|0|5,8|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8600,狂虎袭5,1,255,0|0,8,300,1,1,300|125|0,0,0|0|0,1,0|0|0,,0|0|0,480|100|160|0,2,150,1,1,-1,-1,0|0|0;0|0|25;60|0|5,9|10|10,0|50,700,0,110,0,0.33,0,1,sounds_cut6,,,,,,
8661,冰弹,0,8601,0|0,10,3200,3,1,80|-45|0,0,0.28|0|0,1,,,0|-20|0,120|50|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8662,冰弹,0,8605,0|0,10,3200,1,1,80|-45|0,0,0.21|-0.12|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8663,冰弹,0,8604,0|0,10,3200,1,1,80|-45|0,0,0.23|-0.09|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8664,冰弹,0,8603,0|0,10,3200,1,1,80|-45|0,0,0.24|-0.06|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8665,冰弹,0,8602,0|0,10,3200,1,1,80|-45|0,0,0.25|-0.03|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8666,冰弹,0,8601,0|0,10,3200,1,1,80|-45|0,0,0.25|0|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8667,冰弹,0,8602,0|0,10,3200,1,1,80|-45|0,0,0.25|0.03|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8668,冰弹,0,8603,0|0,10,3200,1,1,80|-45|0,0,0.24|0.06|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8669,冰弹,0,8604,0|0,10,3200,1,1,80|-45|0,0,0.23|0.09|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8670,冰弹,0,8605,0|0,10,3200,1,1,80|-45|0,0,0.21|0.12|0,1,,,20|-20|0,80|40|120|0,1,50,1,1,3,4,1|0|0;1|0|5;1|0|10,7|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8671,冰锥1,0,292,0|0,1,640,1,1,0|0|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8672,冰锥1,0,292,0|0,1,640,1,1,0|130|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8673,冰锥2,0,292,0|0,1,640,1,1,160|0|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8674,冰锥2,0,292,0|0,1,640,1,1,160|130|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8675,冰锥3,0,292,0|0,1,640,1,1,320|0|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8676,冰锥3,0,292,0|0,1,640,1,1,320|130|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8677,冰锥4,0,292,0|0,1,640,1,1,480|0|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8678,冰锥4,0,292,0|0,1,640,1,1,480|130|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8679,冰锥5,0,292,0|0,1,640,1,1,640|0|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8680,冰锥5,0,292,0|0,1,640,1,1,640|130|0,0,0|0|0,1,,,0|-60|0,240|240|80|0,2,200,1,1,-1,4,360|0|200;360|0|205;360|0|205,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut5,,,,,,
8681,炎龙出海,1,8681,0|0,4,2400,1,1,-270|30|0,0,0.06|-0.02|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8682,炎龙出海,1,8681,0|0,4,2400,1,1,-90|-30|0,0,0.06|0.02|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8683,炎龙出海,1,8681,0|0,4,2400,1,1,90|30|0,0,-0.06|0.02|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8684,炎龙出海,1,8681,0|0,4,2400,1,1,-90|90|0,0,-0.06|-0.02|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8685,炎龙出海1,1,8682,0|0,4,5000,3,1,-240|-70|0,0,0.18|0|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8686,炎龙出海2,1,8682,0|0,4,5000,3,1,-240|-30|0,0,0.18|0|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8687,炎龙出海3,1,8682,0|0,4,5000,3,1,-240|10|0,0,0.18|0|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8688,炎龙出海4,1,8682,0|0,4,5000,3,1,-240|50|0,0,0.18|0|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8689,炎龙出海5,1,8682,0|0,4,5000,3,1,-240|90|0,0,0.18|0|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8690,炎龙出海6,1,8682,0|0,4,5000,3,1,-240|130|0,0,0.18|0|0,1,,,0|0|0,180|60|240|0,2,400,1,11,-1,-1,10|0|0;12|0|50;10|0|50,7|10|10,0|50,700,0,110,0,0.5,0,1,sounds_typhoon,,,,,,
8691,裂屏1,1,1303,0|0,5,400,1,1,-120|45|-10,0,-0.2|0.143|0,0,,,0|0|-120,400|90|360|0,2,160,0,8,-1,-1,80|0|0;80|0|25;80|0|40,8|10|10,0|50,700,0,60,0,1,0,1,sounds_cut1,,,,,,
8692,裂屏2,1,1304,0|0,5,400,1,1,-120|45|-10,0,0|0|0,0,,,0|0|-120,400|90|360|0,2,160,0,8,-1,-1,80|0|0;80|0|25;80|0|40,8|10|10,0|50,700,0,60,0,1,0,1,sounds_cut1,,,,,,
8693,落雁,1,1320,0|0,8,560,1,1,0|40|0,0,0|0|0,0,,,0|0|0,320|160|200|0,2,50,1,1,-1,-1,40|0|120;40|0|50;40|0|120,10|10|10,0|50,700,0,600,0,1,0,1,sounds_cut5,,,,,,
8694,落雁,1,1321,0|0,8,560,1,1,120|40|0,0,0|0|0,0,,,0|0|0,320|160|200|0,2,50,1,1,-1,-1,40|0|120;40|0|50;40|0|120,10|10|10,0|50,700,0,600,0,1,0,1,sounds_cut5,,,,,,
8695,落雁,1,1322,0|0,8,560,1,1,240|40|0,0,0|0|0,0,,,0|0|0,320|160|200|0,2,50,1,1,-1,-1,40|0|120;40|0|50;40|0|120,10|10|10,0|50,700,0,600,0,1,0,1,sounds_cut5,,,,,,
8696,落雁,1,1323,0|0,8,560,1,1,360|40|0,0,0|0|0,0,,,0|0|0,320|160|200|0,2,50,1,1,-1,-1,40|0|120;40|0|50;40|0|120,10|10|10,0|50,700,0,600,0,1,0,1,sounds_cut5,,,,,,
8697,落雁,1,1324,0|0,8,560,1,1,480|40|0,0,0|0|0,0,,,0|0|0,320|160|200|0,2,50,1,1,-1,-1,40|0|120;40|0|50;40|0|120,10|10|10,0|50,700,0,600,0,1,0,1,sounds_cut5,,,,,,
8698,落雁,1,1325,0|0,8,560,1,1,600|40|0,0,0|0|0,0,,,0|0|0,320|160|200|0,2,50,1,1,-1,-1,40|0|120;40|0|50;40|0|120,10|10|10,0|50,700,0,600,0,1,0,1,sounds_cut5,,,,,,
8700,冰箭1,1,1310,5|400,8,550,1,1,-150|-40|0,0,0|0|0,0,,,0|0|0,320|80|200|0,2,50,1,1,-1,-1,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_cut5,,,,,,
8701,冰箭2,1,1314,0|0,8,550,1,1,-120|40|0,0,0|0|0,0,,,0|0|0,320|80|200|0,2,50,1,1,-1,-1,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_cut5,,,,,,
8702,冰箭3,1,1312,0|0,8,550,1,1,-90|120|0,0,0|0|0,0,,,0|0|0,320|80|200|0,2,50,1,1,-1,-1,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_cut5,,,,,,
